customerid,city,gender,senior_citizen,partner,dependents,tenure_months,contract,payment_method,monthly_charges,total_charges,churn_label,churn_score,churn_reason,churn_flag,avg_monthly_value,contract_risks,payment_risk,engagement_score,cltv,high_value
4006-HKYHO,Bakersfield,Male,No,No,No,63,Two year,Bank transfer (automatic),86.7,5309.5,No,74,,0,84.27777777777777,0,0,74.85,5462.1,1
3727-JEZTU,Bakersfield,Female,No,No,No,1,Month-to-month,Mailed check,20.4,20.4,No,21,,0,20.4,2,0,10.7,20.4,0
8143-ETQTI,Bakersfield,Female,No,Yes,Yes,23,Two year,Mailed check,19.65,451.55,No,78,,0,19.632608695652173,0,0,21.325,451.95,0
9667-TKTVZ,Los Osos,Female,No,No,No,2,Month-to-month,Mailed check,54.35,117.05,No,71,,0,58.525,2,0,28.175,108.7,0
3657-COGMW,San Luis Obispo,Female,Yes,No,No,52,Month-to-month,Credit card (automatic),108.1,5839.3,No,69,,0,112.29423076923078,2,0,80.05,5621.2,1
8570-KLJYJ,Arroyo Grande,Female,No,No,No,36,One year,Mailed check,54.45,1893.5,No,56,,0,52.59722222222222,1,0,45.225,1960.2,0
7754-IXRMC,Atascadero,Female,No,No,No,1,Month-to-month,Mailed check,45.35,45.35,No,23,,0,45.35,2,0,23.175,45.35,0
9473-CBZOP,Avila Beach,Female,No,No,No,28,One year,Mailed check,59,1654.45,No,67,,0,59.0875,1,0,43.5,1652,0
2969-WGHQO,Bradley,Female,No,Yes,Yes,7,One year,Electronic check,69.45,477.05,No,54,,0,68.15,1,1,38.225,486.15000000000003,0
4334-HOWRP,Cambria,Male,Yes,Yes,No,72,Two year,Credit card (automatic),64.95,4546,No,78,,0,63.138888888888886,0,0,68.475,4676.400000000001,1
5863-OOKCL,Cayucos,Female,No,No,No,10,Month-to-month,Mailed check,18.85,163.2,No,62,,0,16.32,2,0,14.425,188.5,0
1686-STUHN,Creston,Male,No,No,No,42,One year,Bank transfer (automatic),19.8,849.9,No,39,,0,20.235714285714284,1,0,30.9,831.6,0
1329-VHWNP,Grover Beach,Female,No,No,No,7,Month-to-month,Bank transfer (automatic),25.05,189.95,No,63,,0,27.135714285714283,2,0,16.025,175.35,0
0266-GMEAO,Lompoc,Male,No,Yes,Yes,72,Two year,Credit card (automatic),114.3,8058.55,No,70,,0,111.92430555555556,0,0,93.15,8229.6,1
5574-NXZIU,Los Alamos,Male,No,No,No,63,Two year,Credit card (automatic),109.2,7049.75,No,33,,0,111.90079365079364,0,0,86.1,6879.6,1
0019-GFNTW,Los Olivos,Female,No,No,No,56,Two year,Bank transfer (automatic),45.05,2560.1,No,37,,0,45.716071428571425,0,0,50.525,2522.7999999999997,1
4256-ZWTZI,Morro Bay,Female,No,No,Yes,5,Month-to-month,Mailed check,51,286.8,No,52,,0,57.36,2,0,28,255,0
8309-PPCED,Nipomo,Female,No,Yes,No,72,Two year,Bank transfer (automatic),110.45,7982.5,No,55,,0,110.86805555555556,0,0,91.225,7952.400000000001,1
4098-NAUKP,Oceano,Male,Yes,Yes,Yes,68,Month-to-month,Electronic check,84.65,5683.6,No,72,,0,83.58235294117648,2,1,76.325,5756.200000000001,1
5196-WPYOW,Paso Robles,Male,No,Yes,Yes,67,One year,Mailed check,60.05,3994.05,No,21,,0,59.61268656716418,1,0,63.525,4023.35,1
4608-LCIMN,Pismo Beach,Male,No,Yes,Yes,8,Month-to-month,Bank transfer (automatic),44.65,369.15,No,63,,0,46.14375,2,0,26.325,357.2,0
1485-YDHMM,San Ardo,Male,No,Yes,Yes,52,Month-to-month,Bank transfer (automatic),93.25,4631.7,No,56,,0,89.07115384615385,2,0,72.625,4849,1
4054-CUMIA,San Miguel,Female,No,Yes,Yes,18,Month-to-month,Mailed check,20.25,401.95,No,40,,0,22.330555555555556,2,0,19.125,364.5,0
0603-TPMIB,San Simeon,Female,No,Yes,Yes,59,Two year,Mailed check,25.45,1534.05,No,30,,0,26.000847457627117,0,0,42.225,1501.55,0
2525-GVKQU,Santa Margarita,Female,No,No,No,60,Two year,Mailed check,20.6,1093,No,35,,0,18.216666666666665,0,0,40.3,1236,0
8161-QYMTT,Santa Maria,Male,No,No,No,7,Month-to-month,Electronic check,94.1,701.3,No,22,,0,100.18571428571428,2,1,50.55,658.6999999999999,0
9581-GVBXT,Santa Maria,Male,No,Yes,Yes,59,One year,Mailed check,34.8,1980.3,No,23,,0,33.56440677966101,1,0,46.9,2053.2,1
5862-BRIXZ,Santa Maria,Male,No,No,No,46,Two year,Bank transfer (automatic),60.75,2893.4,No,36,,0,62.9,0,0,53.375,2794.5,1
5404-GGUKR,Santa Ynez,Male,No,No,No,5,Month-to-month,Electronic check,51.35,262.3,No,28,,0,52.46,2,1,28.175,256.75,0
3308-JSGML,Shandon,Male,Yes,Yes,No,59,Two year,Credit card (automatic),64.05,3886.85,No,49,,0,65.87881355932203,0,0,61.525,3778.95,1
2126-GSEGL,Solvang,Female,No,Yes,No,70,Two year,Bank transfer (automatic),84.8,5917.55,No,32,,0,84.53642857142857,0,0,77.4,5936,1
0440-QEXBZ,Mojave,Female,No,No,No,44,Month-to-month,Mailed check,50.15,2139.1,No,42,,0,48.61590909090909,2,0,47.075,2206.6,1
2434-EEVDB,California City,Female,No,Yes,No,64,Two year,Credit card (automatic),94.6,5948.7,No,26,,0,92.9484375,0,0,79.3,6054.4,1
6762-QVYJO,Acton,Female,No,Yes,Yes,58,Two year,Mailed check,59.75,3624.35,No,21,,0,62.48879310344827,0,0,58.875,3465.5,1
6199-IWKGC,Benton,Female,Yes,Yes,No,46,One year,Electronic check,100.25,4753.85,No,59,,0,103.3445652173913,1,1,73.125,4611.5,1
2675-DHUTR,Big Pine,Male,Yes,Yes,No,58,Month-to-month,Electronic check,98.9,5780.7,No,21,,0,99.66724137931034,2,1,78.45,5736.200000000001,1
8152-VETUR,Bishop,Female,No,Yes,No,72,Two year,Credit card (automatic),97.7,6869.7,No,75,,0,95.4125,0,0,84.85,7034.400000000001,1
7446-YPODE,Bridgeport,Male,Yes,No,No,11,Month-to-month,Bank transfer (automatic),60.25,662.95,No,23,,0,60.26818181818182,2,0,35.625,662.75,0
9522-BNTHX,Caliente,Female,Yes,No,No,34,Month-to-month,Electronic check,56.25,1765.95,No,32,,0,51.93970588235294,2,1,45.125,1912.5,0
4676-WLUHT,Darwin,Male,No,No,No,54,Two year,Bank transfer (automatic),46.2,2431.95,No,26,,0,45.036111111111104,0,0,50.1,2494.8,1
7980-MHFLQ,Independence,Female,No,Yes,Yes,72,Two year,Mailed check,24.9,1859.2,No,67,,0,25.822222222222223,0,0,48.45,1792.8,0
0757-WCUUZ,June Lake,Male,No,Yes,Yes,54,Two year,Credit card (automatic),63.35,3409.1,No,72,,0,63.13148148148148,0,0,58.675,3420.9,1
1629-DQQVB,Keeler,Female,No,No,No,14,Month-to-month,Bank transfer (automatic),50.1,709.5,No,25,,0,50.67857142857143,2,0,32.05,701.4,0
0374-AACSZ,Lancaster,Female,No,No,No,1,Month-to-month,Electronic check,50.15,50.15,No,30,,0,50.15,2,1,25.575,50.15,0
4872-VXRIL,Lancaster,Male,No,No,No,56,One year,Bank transfer (automatic),64.65,3665.55,No,70,,0,65.45625,1,0,60.325,3620.4000000000005,1
9140-CZQZZ,Lee Vining,Female,No,Yes,No,68,Two year,Bank transfer (automatic),79.6,5515.8,No,39,,0,81.11470588235295,0,0,73.8,5412.799999999999,1
3423-HHXAO,Littlerock,Female,No,Yes,Yes,14,One year,Mailed check,19.5,272,No,72,,0,19.428571428571427,1,0,16.75,273,0
9938-TKDGL,Llano,Male,No,Yes,Yes,68,Two year,Electronic check,99.55,6668,No,20,,0,98.05882352941177,0,1,83.775,6769.4,1
0531-ZZJWQ,Lone Pine,Male,Yes,Yes,No,55,Month-to-month,Electronic check,74,4052.4,No,54,,0,73.68,2,1,64.5,4070,1
6537-QLGEX,Mammoth Lakes,Female,No,No,No,16,Month-to-month,Electronic check,38.9,664.4,No,39,,0,41.525,2,1,27.45,622.4,0
2688-BHGOG,Olancha,Male,Yes,No,No,9,Month-to-month,Electronic check,79.55,718.55,No,76,,0,79.83888888888889,2,1,44.275,715.9499999999999,0
3160-TYXLT,Palmdale,Male,No,No,No,53,Month-to-month,Bank transfer (automatic),46.3,2546.85,No,63,,0,48.053773584905656,2,0,49.65,2453.8999999999996,1
1325-USMEC,Pearblossom,Male,No,Yes,No,70,Two year,Credit card (automatic),99.35,6944.5,No,53,,0,99.20714285714286,0,0,84.675,6954.5,1
0916-QOFDP,Randsburg,Female,Yes,Yes,Yes,14,Month-to-month,Electronic check,95.8,1346.3,No,29,,0,96.16428571428571,2,1,54.9,1341.2,0
5606-AMZBO,Rosamond,Female,No,Yes,No,10,Month-to-month,Credit card (automatic),78.15,765.15,No,26,,0,76.515,2,0,44.075,781.5,0
6199-IPCAO,Tehachapi,Female,No,Yes,Yes,29,Two year,Mailed check,26.1,692.55,No,70,,0,23.88103448275862,0,0,27.55,756.9000000000001,0
5640-CAXOA,Auberry,Female,No,No,No,30,One year,Credit card (automatic),40.35,1187.05,No,25,,0,39.568333333333335,1,0,35.175,1210.5,0
2235-EZAIK,Badger,Female,No,Yes,No,72,Two year,Credit card (automatic),79.2,5401.9,No,79,,0,75.02638888888889,0,0,75.6,5702.400000000001,1
3847-BAERP,Bass Lake,Female,No,No,No,10,Month-to-month,Mailed check,20.9,247,No,29,,0,24.7,2,0,15.45,209,0
1453-RZFON,Cantua Creek,Female,No,No,Yes,1,Month-to-month,Mailed check,49.9,49.9,No,54,,0,49.9,2,0,25.45,49.9,0
8263-OKETD,Caruthers,Female,No,No,No,20,Month-to-month,Credit card (automatic),68.9,1370.35,No,29,,0,68.5175,2,0,44.45,1378,0
0670-KDOMA,Chowchilla,Female,No,No,No,1,Month-to-month,Mailed check,20.25,20.25,No,69,,0,20.25,2,0,10.625,20.25,0
2476-YGEFM,Clovis,Female,No,No,No,29,Month-to-month,Credit card (automatic),76,2215.25,No,46,,0,76.38793103448276,2,0,52.5,2204,1
8687-BAFGU,Clovis,Male,No,No,No,1,Month-to-month,Electronic check,74,74,No,34,,0,74,2,1,37.5,74,0
0641-EVBOJ,Coarsegold,Male,No,No,No,3,Month-to-month,Mailed check,82.3,214.4,No,56,,0,71.46666666666667,2,0,42.65,246.89999999999998,0
0829-XXPLX,Cutler,Female,No,No,No,20,Month-to-month,Bank transfer (automatic),89.4,1871.15,No,68,,0,93.5575,2,0,54.7,1788,0
9974-JFBHQ,Del Rey,Male,No,No,Yes,64,Month-to-month,Credit card (automatic),99.15,6171.2,No,52,,0,96.425,2,0,81.575,6345.6,1
6624-JDRDS,Dos Palos,Female,No,No,No,6,Month-to-month,Bank transfer (automatic),29.45,161.45,No,42,,0,26.90833333333333,2,0,17.725,176.7,0
0608-JDVEC,Dunlap,Male,No,Yes,No,50,Two year,Electronic check,19.8,1013.2,No,61,,0,20.264,0,1,34.9,990,0
9780-FKVVF,Firebaugh,Male,No,No,No,6,Month-to-month,Bank transfer (automatic),59.15,336.7,No,72,,0,56.11666666666667,2,0,32.575,354.9,0
1919-RTPQD,Fish Camp,Male,No,Yes,Yes,7,Month-to-month,Electronic check,44.75,333.65,No,67,,0,47.66428571428571,2,1,25.875,313.25,0
5214-NLTIT,Five Points,Male,No,Yes,Yes,72,Two year,Credit card (automatic),90.8,6511.8,No,30,,0,90.44166666666666,0,0,81.4,6537.599999999999,1
3345-PBBFH,Fowler,Male,No,Yes,No,8,Month-to-month,Bank transfer (automatic),49.55,393.45,No,25,,0,49.18125,2,0,28.775,396.4,0
5055-BRMNE,Friant,Female,No,Yes,Yes,67,Two year,Credit card (automatic),106.7,7009.5,No,43,,0,104.61940298507463,0,0,86.85,7148.900000000001,1
2190-PHBHR,Hume,Female,No,Yes,No,72,Two year,Credit card (automatic),94.45,6921.7,No,43,,0,96.13472222222222,0,0,83.225,6800.400000000001,1
2650-GYRYL,Kerman,Male,No,Yes,Yes,33,One year,Bank transfer (automatic),19.45,600.25,No,66,,0,18.189393939393938,1,0,26.225,641.85,0
5208-FVQKB,Lakeshore,Male,No,Yes,No,70,Two year,Mailed check,67.95,4664.15,No,27,,0,66.63071428571428,0,0,68.975,4756.5,1
7184-LRUUR,Los Banos,Female,No,No,No,22,One year,Bank transfer (automatic),65.25,1441.8,No,52,,0,65.53636363636363,1,0,43.625,1435.5,0
6627-CFOSN,Madera,Female,No,No,No,59,Month-to-month,Bank transfer (automatic),99.45,5623.7,No,51,,0,95.31694915254236,2,0,79.225,5867.55,1
3982-JGSFD,Madera,Male,No,No,No,36,One year,Credit card (automatic),20.35,695.85,No,33,,0,19.329166666666666,1,0,28.175,732.6,0
1574-DYCWE,Mendota,Female,No,Yes,Yes,51,Two year,Mailed check,19.95,1028.75,No,69,,0,20.17156862745098,0,0,35.475,1017.4499999999999,0
7247-XOZPB,Miramonte,Male,No,Yes,No,53,One year,Bank transfer (automatic),77.4,4155.95,No,73,,0,78.41415094339622,1,0,65.2,4102.200000000001,1
2466-FCCPT,North Fork,Female,No,Yes,Yes,20,One year,Bank transfer (automatic),19.7,395.6,No,30,,0,19.78,1,0,19.85,394,0
6211-WWLTF,Oakhurst,Male,No,Yes,No,63,Two year,Credit card (automatic),99.7,6330.4,No,39,,0,100.48253968253968,0,0,81.35,6281.1,1
4826-TZEVA,O Neals,Female,No,No,No,40,Month-to-month,Credit card (automatic),74.8,2971.7,No,52,,0,74.29249999999999,2,0,57.4,2992,1
6016-NXBNJ,Orange Cove,Male,No,No,No,35,One year,Mailed check,19.15,638,No,60,,0,18.228571428571428,1,0,27.075,670.25,0
9138-EFSMO,Orosi,Male,No,Yes,Yes,26,One year,Bank transfer (automatic),78.95,2034.25,No,40,,0,78.24038461538461,1,0,52.475,2052.7000000000003,1
4632-XJMEX,Fresno,Male,No,No,Yes,53,One year,Credit card (automatic),62.85,3419.5,No,24,,0,64.51886792452831,1,0,57.925,3331.05,1
8910-LEDAG,Prather,Male,Yes,Yes,No,34,Month-to-month,Credit card (automatic),71.55,2427.35,No,72,,0,71.39264705882353,2,0,52.775,2432.7,1
3452-GWUIN,Raisin City,Female,Yes,Yes,No,19,Month-to-month,Electronic check,94.95,1760.25,No,40,,0,92.64473684210526,2,1,56.975,1804.05,0
2716-GFZOR,Raymond,Male,No,Yes,No,43,Month-to-month,Credit card (automatic),86.1,3551.65,No,42,,0,82.59651162790698,2,0,64.55,3702.2999999999997,1
3724-UCSHY,Reedley,Male,No,Yes,Yes,6,Month-to-month,Mailed check,19.55,122.9,No,25,,0,20.483333333333334,2,0,12.775,117.30000000000001,0
8626-XHBIE,Riverdale,Male,No,No,Yes,56,Two year,Mailed check,24.8,1424.2,No,79,,0,25.432142857142857,0,0,40.4,1388.8,0
3192-LNKRK,San Joaquin,Male,No,Yes,Yes,34,Month-to-month,Mailed check,84.05,2909.95,No,67,,0,85.58676470588235,2,0,59.025,2857.7,1
4439-YRNVD,Selma,Female,No,No,No,10,Month-to-month,Electronic check,36.25,374,No,24,,0,37.4,2,1,23.125,362.5,0
2208-UGTGR,Sultana,Male,No,No,No,56,Month-to-month,Electronic check,98.6,5581.05,No,58,,0,99.66160714285715,2,1,77.3,5521.599999999999,1
3005-TYFRD,Tollhouse,Female,No,Yes,No,55,Month-to-month,Credit card (automatic),103.65,5676.65,No,46,,0,103.21181818181817,2,0,79.325,5700.75,1
8670-MEFCP,Tranquillity,Female,No,Yes,Yes,36,Two year,Credit card (automatic),92.9,3379.25,No,77,,0,93.86805555555556,0,0,64.45,3344.4,1
3079-BCHLN,Wishon,Male,No,Yes,No,47,One year,Bank transfer (automatic),19.9,942.95,No,70,,0,20.06276595744681,1,0,33.45,935.3,0
7777-UNYHB,Traver,Female,No,Yes,Yes,12,Month-to-month,Credit card (automatic),20.1,232.4,No,21,,0,19.366666666666667,2,0,16.05,241.20000000000002,0
7278-CKDNC,Fresno,Male,Yes,No,No,24,Month-to-month,Electronic check,80.5,2088.45,No,40,,0,87.01875,2,1,52.25,1932,0
8450-UYIBU,Fresno,Female,Yes,No,No,35,Month-to-month,Electronic check,39.85,1434.6,No,60,,0,40.988571428571426,2,1,37.425,1394.75,0
2969-VAPYH,Fresno,Female,No,No,No,67,One year,Credit card (automatic),60.5,3870,No,48,,0,57.76119402985075,1,0,63.75,4053.5,1
7181-OQCUT,Fresno,Male,No,No,No,21,Month-to-month,Mailed check,103.85,2215,No,77,,0,105.47619047619048,2,0,62.425,2180.85,1
8474-UMLNT,Fresno,Female,No,No,No,13,Month-to-month,Bank transfer (automatic),67.8,842.25,No,30,,0,64.78846153846153,2,0,40.4,881.4,0
3836-FZSDJ,Fresno,Male,Yes,Yes,No,71,Two year,Bank transfer (automatic),24.85,1901,No,53,,0,26.774647887323944,0,0,47.925,1764.3500000000001,0
9142-XMYJH,Fresno,Female,No,No,No,29,Month-to-month,Credit card (automatic),19.35,601.6,No,49,,0,20.7448275862069,2,0,24.175,561.1500000000001,0
0187-QSXOE,Fresno,Male,Yes,Yes,No,7,Month-to-month,Electronic check,89,605.45,No,36,,0,86.49285714285715,2,1,48,623,0
7733-UDMTP,Fresno,Female,Yes,No,No,57,Month-to-month,Electronic check,55,3094.05,No,76,,0,54.28157894736842,2,1,56,3135,1
2649-HWLYB,Fresno,Male,No,Yes,No,65,Two year,Bank transfer (automatic),76.15,4929.55,No,46,,0,75.83923076923077,0,0,70.575,4949.75,1
5214-CHIWJ,Fresno,Male,No,No,No,27,One year,Mailed check,20.3,595.05,No,71,,0,22.038888888888888,1,0,23.65,548.1,0
6904-JLBGY,Salinas,Female,Yes,No,No,72,Two year,Credit card (automatic),117.35,8436.25,No,71,,0,117.17013888888889,0,0,94.675,8449.199999999999,1
2465-BLLEU,Salinas,Male,No,No,No,1,Month-to-month,Mailed check,19.75,19.75,No,33,,0,19.75,2,0,10.375,19.75,0
1685-VAYJF,Salinas,Male,No,No,No,11,Month-to-month,Credit card (automatic),45.2,492,No,39,,0,44.72727272727273,2,0,28.1,497.20000000000005,0
8874-EJNSR,Salinas,Male,No,Yes,Yes,39,Two year,Mailed check,25.2,987.95,No,65,,0,25.33205128205128,0,0,32.1,982.8,0
6917-YACBP,Big Sur,Female,Yes,No,No,59,Month-to-month,Electronic check,89.75,5496.9,No,70,,0,93.16779661016949,2,1,74.375,5295.25,1
5049-MUBWG,Carmel By The Sea,Male,No,No,No,26,One year,Bank transfer (automatic),75,1908.35,No,79,,0,73.39807692307691,1,0,50.5,1950,0
4223-WOZCM,Carmel,Male,Yes,No,No,2,Month-to-month,Mailed check,49.95,107.1,No,78,,0,53.55,2,0,25.975,99.9,0
0769-MURVM,Carmel Valley,Female,No,Yes,Yes,72,Two year,Bank transfer (automatic),65.7,4575.35,No,52,,0,63.54652777777778,0,0,68.85,4730.400000000001,1
9253-VIFJQ,Chualar,Male,No,Yes,No,65,One year,Credit card (automatic),67.05,4309.55,No,52,,0,66.30076923076923,1,0,66.025,4358.25,1
7030-FZTFM,Gonzales,Male,No,Yes,Yes,72,Two year,Credit card (automatic),110.9,7922.75,No,27,,0,110.03819444444444,0,0,91.45,7984.8,1
9741-YLNTD,Greenfield,Male,No,No,No,6,Month-to-month,Bank transfer (automatic),87.95,522.35,No,47,,0,87.05833333333334,2,0,46.975,527.7,0
5917-RYRMG,Jolon,Male,Yes,No,No,32,One year,Credit card (automatic),19.8,587.7,No,78,,0,18.365625,1,0,25.9,633.6,0
5120-ZBLAI,King City,Female,No,Yes,No,50,One year,Bank transfer (automatic),75.7,3876.2,No,75,,0,77.524,1,0,62.85,3785,1
1194-BHJYC,Lockwood,Male,No,Yes,No,61,Two year,Mailed check,62.15,3778.85,No,59,,0,61.9483606557377,0,0,61.575,3791.15,1
0906-QVPMS,Monterey,Male,No,Yes,No,72,Two year,Bank transfer (automatic),115.15,8349.45,No,26,,0,115.96458333333334,0,0,93.575,8290.800000000001,1
1905-OEILC,Pebble Beach,Female,No,No,No,1,Month-to-month,Mailed check,19.5,19.5,No,33,,0,19.5,2,0,10.25,19.5,0
7858-GTZSP,San Lucas,Female,No,No,No,12,Month-to-month,Electronic check,86.55,1066.9,No,71,,0,88.90833333333335,2,1,49.275,1038.6,0
6248-BSHKG,Soledad,Male,No,Yes,Yes,61,One year,Mailed check,20.4,1226.45,No,77,,0,20.105737704918035,1,0,40.7,1244.3999999999999,0
4685-TFLLS,Spreckels,Male,No,Yes,Yes,18,One year,Bank transfer (automatic),19.8,342.3,No,74,,0,19.016666666666666,1,0,18.9,356.40000000000003,0
3470-BTGQO,Belmont,Male,No,No,Yes,21,Month-to-month,Mailed check,45.65,985.05,No,39,,0,46.90714285714286,2,0,33.325,958.65,0
1209-VFFOC,Brisbane,Male,No,Yes,Yes,68,Two year,Mailed check,56.4,3948.45,No,59,,0,58.065441176470586,0,0,62.2,3835.2,1
8224-DWCKX,Burlingame,Male,Yes,No,No,12,Month-to-month,Credit card (automatic),73.3,828.05,No,38,,0,69.00416666666666,2,0,42.65,879.5999999999999,0
4553-DVPZG,Daly City,Female,No,Yes,No,62,Month-to-month,Electronic check,101.35,6164.7,No,77,,0,99.43064516129031,2,1,81.675,6283.7,1
6917-IAYHD,La Honda,Male,No,No,Yes,1,Month-to-month,Mailed check,33.6,33.6,No,27,,0,33.6,2,0,17.3,33.6,0
8620-RJPZN,Los Altos,Female,No,No,No,1,Month-to-month,Electronic check,20.7,20.7,No,68,,0,20.7,2,1,10.85,20.7,0
7572-KPVKK,Los Altos,Male,No,No,Yes,62,Two year,Electronic check,104.05,6590.5,No,33,,0,106.29838709677419,0,1,83.025,6451.099999999999,1
2642-MAWLJ,Menlo Park,Female,No,Yes,Yes,36,Two year,Bank transfer (automatic),20.25,717.95,No,57,,0,19.943055555555556,0,0,28.125,729,0
7103-ZGVNT,Portola Valley,Female,No,Yes,Yes,69,One year,Credit card (automatic),73.7,4885.85,No,78,,0,70.80942028985508,1,0,71.35,5085.3,1
2027-WKXMW,Montara,Female,No,Yes,No,63,Month-to-month,Electronic check,108.75,6871.7,No,20,,0,109.07460317460317,2,1,85.875,6851.25,1
7137-NAXML,Moss Beach,Male,No,No,No,23,One year,Bank transfer (automatic),20.15,405.6,No,63,,0,17.63478260869565,1,0,21.575,463.45,0
2428-ZMCTB,Mountain View,Male,No,No,No,10,Month-to-month,Credit card (automatic),19.75,208.25,No,62,,0,20.825,2,0,14.875,197.5,0
2961-VNFKL,Mountain View,Female,No,Yes,No,71,Two year,Credit card (automatic),25.95,1801.9,No,23,,0,25.378873239436622,0,0,48.475,1842.45,0
1768-HNVGJ,Mountain View,Female,Yes,No,No,45,Month-to-month,Electronic check,70.05,3062.45,No,43,,0,68.05444444444444,2,1,57.525,3152.25,1
6963-KQYQB,Pacifica,Female,No,Yes,Yes,70,Two year,Mailed check,24.05,1764.75,No,32,,0,25.210714285714285,0,0,47.025,1683.5,0
5934-RMPOV,Pescadero,Female,No,No,Yes,22,Month-to-month,Electronic check,84.75,1816.75,No,79,,0,82.57954545454545,2,1,53.375,1864.5,0
1207-BLKSA,Redwood City,Female,No,Yes,Yes,52,Two year,Mailed check,23.05,1255.1,No,34,,0,24.13653846153846,0,0,37.525,1198.6000000000001,0
8316-BBQAY,Redwood City,Female,No,No,No,65,Two year,Credit card (automatic),59.95,3921.1,No,74,,0,60.324615384615385,0,0,62.475,3896.75,1
1166-PQLGG,Redwood City,Female,No,Yes,Yes,72,Two year,Bank transfer (automatic),19.55,1463.45,No,68,,0,20.325694444444444,0,0,45.775,1407.6000000000001,0
3146-JTQHR,San Bruno,Male,No,Yes,No,10,One year,Bank transfer (automatic),19.6,189.45,No,57,,0,18.945,1,0,14.8,196,0
4291-YZODP,San Carlos,Female,No,No,Yes,7,One year,Mailed check,20.05,96.8,No,62,,0,13.828571428571427,1,0,13.525,140.35,0
4395-PZMSN,San Gregorio,Male,Yes,No,No,5,Month-to-month,Electronic check,85.55,408.5,No,48,,0,81.7,2,1,45.275,427.75,0
6427-FEFIG,South San Francisco,Female,No,Yes,Yes,24,Two year,Credit card (automatic),78.6,1846.65,No,30,,0,76.94375000000001,0,0,51.3,1886.3999999999999,0
0017-IUDMW,Sunnyvale,Female,No,Yes,Yes,72,Two year,Credit card (automatic),116.8,8456.75,No,52,,0,117.45486111111111,0,0,94.4,8409.6,1
8706-HRADD,Sunnyvale,Male,No,No,No,21,Month-to-month,Mailed check,43.55,1011.5,No,63,,0,48.166666666666664,2,0,32.275,914.55,0
9955-QOPOY,Sunnyvale,Male,No,Yes,No,69,One year,Credit card (automatic),60.8,4263.4,No,63,,0,61.78840579710145,1,0,64.9,4195.2,1
4385-ZKVNW,San Francisco,Male,No,Yes,Yes,44,Month-to-month,Bank transfer (automatic),54.9,2549.1,No,21,,0,57.934090909090905,2,0,49.45,2415.6,1
5446-DKWYW,San Francisco,Female,Yes,Yes,Yes,61,One year,Electronic check,65.2,3965.05,No,30,,0,65.00081967213114,1,1,63.1,3977.2000000000003,1
9031-ZVQPT,San Francisco,Male,No,Yes,No,72,Two year,Electronic check,108.2,7840.6,No,57,,0,108.89722222222223,0,1,90.1,7790.400000000001,1
2990-IAJSV,San Francisco,Male,No,No,No,72,Two year,Bank transfer (automatic),92,6632.75,No,68,,0,92.12152777777777,0,0,82,6624,1
8107-KNCIM,San Francisco,Male,Yes,Yes,No,14,Month-to-month,Electronic check,75.1,1013.35,No,66,,0,72.38214285714285,2,1,44.55,1051.3999999999999,0
9027-YFHQJ,San Francisco,Male,No,No,No,7,Month-to-month,Bank transfer (automatic),25.05,152.95,No,54,,0,21.849999999999998,2,0,16.025,175.35,0
5176-LDKUH,San Francisco,Female,No,No,No,48,One year,Electronic check,75.15,3772.65,No,75,,0,78.596875,1,1,61.575,3607.2000000000003,1
4644-OBGFZ,San Francisco,Male,No,Yes,Yes,55,One year,Mailed check,19.5,1026.35,No,64,,0,18.66090909090909,1,0,37.25,1072.5,0
8671-KKKOS,Newman,Female,No,Yes,No,46,Month-to-month,Electronic check,45.55,2062.15,No,27,,0,44.82934782608696,2,1,45.775,2095.2999999999997,1
7926-IJOOU,San Francisco,Male,No,No,No,1,Month-to-month,Credit card (automatic),19.3,19.3,No,47,,0,19.3,2,0,10.15,19.3,0
6480-YAGIY,San Francisco,Male,No,No,No,45,One year,Credit card (automatic),112.2,5031.85,No,74,,0,111.81888888888889,1,0,78.6,5049,1
4029-HPFVY,San Francisco,Male,No,No,No,3,Month-to-month,Mailed check,70.3,220.4,No,67,,0,73.46666666666667,2,0,36.65,210.89999999999998,0
7602-DBTOU,San Francisco,Female,No,Yes,No,71,Two year,Mailed check,19.6,1416.5,No,20,,0,19.950704225352112,0,0,45.3,1391.6000000000001,0
5345-BMKWB,San Francisco,Male,No,Yes,No,8,Month-to-month,Mailed check,20.25,158.35,No,24,,0,19.79375,2,0,14.125,162,0
5457-COLHT,San Francisco,Male,No,Yes,Yes,69,Two year,Bank transfer (automatic),80.65,5542.55,No,41,,0,80.3268115942029,0,0,74.825,5564.85,1
5451-YHYPW,San Francisco,Female,Yes,Yes,No,72,Two year,Credit card (automatic),115.75,8443.7,No,50,,0,117.27361111111112,0,0,93.875,8334,1
7998-WNZEM,San Francisco,Male,No,No,No,71,Two year,Bank transfer (automatic),80.6,5708.2,No,47,,0,80.39718309859154,0,0,75.8,5722.599999999999,1
4664-NJCMS,San Francisco,Female,No,Yes,No,33,Two year,Bank transfer (automatic),59.55,2016.3,No,68,,0,61.1,0,0,46.275,1965.1499999999999,0
0307-BCOPK,San Francisco,Female,No,No,No,16,One year,Mailed check,19.05,326.65,No,60,,0,20.415625,1,0,17.525,304.8,0
7629-WFGLW,Palo Alto,Female,Yes,Yes,No,56,One year,Electronic check,95.65,5471.75,No,20,,0,97.70982142857143,1,1,75.825,5356.400000000001,1
